sentence,label,datatype,title,publication_date,file_id,-1,Profit,Dividend,MergerAcquisition,SalesVolume,BuyRating,QuarterlyResults,TargetPrice,ShareRepurchase,Turnover,Debt
"Also rating a mention was a less eyebrow-raising pound(s)500,000 mortgage to "" a key member of management "" .",-1,holdin,barclays overdraft,4-08-2009,895,1,0,0,0,0,0,0,0,0,0,0
""" We estimate the current default rate at circa 10 per cent of sales and in broad terms this can rise as high as 20 per cent before the process becomes unprofitable . """,-1,holdin,bhp suffers in falling market as analysts criticise investment plans,24-10-2012,14,1,0,0,0,0,0,0,0,0,0,0
""" Now those wheels are back on and , if anything , Tesco is a little bit of a leaner , meaner machine , capable of going faster in terms of paying down debt and focusing on the business . """,['Debt'],holdin,tesco to grapple with plan to expand,4-01-2010,205,0,0,0,0,0,0,0,0,0,0,1
""" This is not an emerging market play but a scale issue to compete on more equal terms with P&G in the mature US and UK markets , "" says one analyst .",-1,holdin,unilever looks to clean up in alberto culver buy,28-09-2010,938,1,0,0,0,0,0,0,0,0,0,0
"Vodafone was forced to change its strategy because 0 , Orange and T-Mobile had been cutting the prices of their mobile packages .",-1,holdin,vodafone shares drop on news of uk profits fall,31-03-2007,325,1,0,0,0,0,0,0,0,0,0,0
Tesco declined to comment .,-1,holdin,brasher to step down at tesco,15-03-2012,242,1,0,0,0,0,0,0,0,0,0,0
Tweaking the dividend is a more dangerous policy .,-1,holdin,bhp buy-back portends slew of shares repurchases,17-02-2011,399,1,0,0,0,0,0,0,0,0,0,0
Tesco 's underlying sales growth in the UK has dropped to its lowest levels in at least six years as falling food inflation hits the biggest grocer in the country .,['SalesVolume'],holdin,falling food inflation takes a bite out of tesco sales growth,16-06-2010,374,0,0,0,0,1,0,0,0,0,0,0
"Investors , spooked both by the outlook for the business that delivers the bulk of Barclays ' profits and by doubts over the group 's ability to increase return on equity , marked down the shares by 4.2 per cent .",-1,holdin,barclays,28-04-2011,172,1,0,0,0,0,0,0,0,0,0,0
"Tesco says its website , launched in 1999 , is now the world 's most popular online grocer with 120,000 orders a week .",-1,holdin,tesco quick to home in on net potential tales of the internet,8-03-2005,676,1,0,0,0,0,0,0,0,0,0,0
"The performance in Europe - which includes the Republic of Ireland operation - was also hit by an unexpected worsening of conditions in Ireland , and a deterioration in Turkey .",-1,holdin,tesco struggles to spin all plates,3-10-2013,290,1,0,0,0,0,0,0,0,0,0,0
Credit : By Jenny Wiggins,-1,holdin,unilever buoyed by growth pledge,8-05-2009,28,1,0,0,0,0,0,0,0,0,0,0
""" There has been quite a bit of friction at the working level between Shell and the ministry , "" the person says .",-1,holdin,FT other Shell,04-05-2005,697,1,0,0,0,0,0,0,0,0,0,0
Initial approach for cable group KDG ; UK company keen on wider expansion,-1,holdin,vodafone eyes eur7bn german deal,13-06-2013,743,1,0,0,0,0,0,0,0,0,0,0
Canadian province casts doubt on BHP move,-1,holdin,canadian province casts doubt on bhp move,20-10-2010,548,1,0,0,0,0,0,0,0,0,0,0
Barclays executives yesterday said the bank was keeping all options open with regard to bolstering its capital ratios as it revealed it had written down the value of debt securities on its balance sheet by Pounds 1.7bn.,-1,holdin,barclays defends core capital ratio,16-05-2008,470,1,0,0,0,0,0,0,0,0,0,0
Food Producers,-1,holdin,unilever buoyed by growth pledge,8-05-2009,28,1,0,0,0,0,0,0,0,0,0,0
"Over the weekend , Enodis revealed it had rejected a 195p-a-share offer from Middleby , a smaller US rival .",['MergerAcquisition'],holdin,rises for vodafone and bt group are bright spots among steep losses london,16-05-2006,192,0,0,0,1,0,0,0,0,0,0,0
"Budget carrier Ryanair , which recently endured heavy selling , received a fillip as Barclays increased its price target from EUR4.40 to EUR4.95.",['TargetPrice'],holdin,airlines climb after barclays upgrades,23-11-2012,650,0,0,0,0,0,0,0,1,0,0,0
"As a panacea to disgruntled shareholders , he said he was selling BHI , its over-the-counter drugs business .",-1,holdin,tesco bucks trend in year of missed targets and warnings,4-01-2006,465,1,0,0,0,0,0,0,0,0,0,0
"In exchange , the company will keep EUR110m of HUL earnings that would otherwise have gone to minorities .",-1,holdin,unilever,1-05-2013,752,1,0,0,0,0,0,0,0,0,0,0
"Verdict Research , the retailing research and consultancy firm , estimates that Tesco sold Pounds 4.6bn of grocers non-food products in 2004 compared with the Pounds 4.4bn sold by M&S . Only Dixons , with its out-of-town Dixons and PC World superstores , had a bigger market share of the grocers ' non-food market with Pounds 5.1bn.",-1,holdin,tesco beats m&s sales of non-foods food retailers,21-05-2005,842,1,0,0,0,0,0,0,0,0,0,0
"Once it has its proposed directors in place , the UK-listed pharmaceutical company would file its plan with regulators and send consent solicitation letters to HGS 's shareholders , who would then decide whether or not to send a request for change .",-1,holdin,FT other GSK,31-05-12,335,1,0,0,0,0,0,0,0,0,0,0
"GSK executives working on the deal have indicated they may not raise the bid , which they consider strong .",-1,holdin,FT other GSK,12-05-2012,542,1,0,0,0,0,0,0,0,0,0,0
Vodafone fuses with Hutchison in Australia,-1,holdin,vodafone fuses with hutchison in australia,10-02-2009,256,1,0,0,0,0,0,0,0,0,0,0
Barclays hits reverse on fears over Irish exposure,-1,holdin,barclays hits reverse on fears over irish exposure,27-11-2010,968,1,0,0,0,0,0,0,0,0,0,0
"Sir Terry Leahy presided over his final set of results as chief executive of Tesco on Tuesday and , at first glance , it looked as if the most successful retailer of his generation was bowing out on a high .",-1,holdin,tesco maintains appetite for us despite setback,6-10-2010,884,1,0,0,0,0,0,0,0,0,0,0
Ms Reding 's representative did not return calls .,-1,holdin,threat of eu action knocks vodafone,1-04-2008,460,1,0,0,0,0,0,0,0,0,0,0
Verizon setback for Vodafone,-1,holdin,verizon setback for vodafone,12-09-2011,543,1,0,0,0,0,0,0,0,0,0,0
"Meanwhile , the emerging markets unit could invest in capacity , ramp up marketing and still see its valuation soar .",-1,holdin,rising costs eat into profit at unilever,29-04-2011,705,1,0,0,0,0,0,0,0,0,0,0
"Mr Varley also brushed off recent speculation that Barclays could be acquired by a US rival , saying : "" That is the last thing on my mind .",-1,holdin,barclays in vanguard of consolidation,11-02-2005,880,1,0,0,0,0,0,0,0,0,0,0
"An improvement in retail rents offset a fall in demand for office space at British Land in the first half , as the property company that launched a pound(s)740m rights issue in February insisted it was back in acquisitive mode .",-1,holdin,british land looking to rebuild its portfolio,18-11-2009,1,1,0,0,0,0,0,0,0,0,0,0
"At its annual results for 2007-08 tomorrow , analysts expect Vodafone to report revenue of Pounds 35.2bn to Pounds 35.4bn , adjusted operating profit of Pounds 9.9bn to Pounds 10bn and free cash flow of Pounds 5bn .","['Profit', 'Turnover']",holdin,vodafone joins fight to become leader in mobile phone services,26-05-2008,544,0,1,0,0,0,0,0,0,0,1,0
"Analysts expect credit gains to reverse next year as markets stabilise , leaving banks potentially facing large losses for the comparable period in 2012 .",-1,holdin,barclays calls for transparency,14-11-2011,237,1,0,0,0,0,0,0,0,0,0,0
"Fresh & Easy is estimated to have lost more than pound(s)700m since its launch in 2007 , and cost pound(s)1bn of investment .",-1,holdin,"misfortunes aside, tesco chief is no lemony snicket",21-04-2012,733,1,0,0,0,0,0,0,0,0,0,0
"So-called "" fair value accounting of own debt "" means banks adjust their earnings to reflect the price at which they could buy back their debt in the market .",-1,holdin,barclays calls for transparency,14-11-2011,237,1,0,0,0,0,0,0,0,0,0,0
""" The economic slowdown will continue to weigh - it will be played out with falling commodity prices and continued pressure on banks , and with those sectors being heavily weighted , the benchmark indices will remain under pressure , "" said Matt Buckland , at CMC Markets .",-1,holdin,basf woes drag on chemicals,20-11-2008,776,1,0,0,0,0,0,0,0,0,0,0
"The statement fell a little flat , although the bank reported strong growth .",-1,holdin,barclays disappoints with rising credit card bad debt banks,30-11-2005,134,1,0,0,0,0,0,0,0,0,0,0
Whittling down a company 's equity base automatically increases earnings per share .,-1,holdin,bhp buy-back portends slew of shares repurchases,17-02-2011,399,1,0,0,0,0,0,0,0,0,0,0
"But instead , BarCap 's revenue was down 26 per cent on last year , and top-line income from FICC was almost 40 per cent lower , compared with the roughly 10 per cent fall at other investment banks .",['Turnover'],holdin,barclays,1-05-2010,119,0,0,0,0,0,0,0,0,0,1,0
"He said the US group would "" in the next couple of years "" look at the case for restoring Verizon Wireless ' dividend payments in 2012 .",-1,holdin,vodafone claims gains in verizon wireless talks,29-03-2010,702,1,0,0,0,0,0,0,0,0,0,0
The total for 2010 was just pound(s)1.1bn.,-1,holdin,bhp buy-back portends slew of shares repurchases,17-02-2011,399,1,0,0,0,0,0,0,0,0,0,0
"Mr Colao 's total remuneration includes a leap in long-term bonus , as Vodafone exceeded targets for adjusted free cash flow and total shareholder return in comparison with rivals such as BT , France Telecom and Telefónica .",-1,holdin,FT other Vodafone,22-05-2012,121,1,0,0,0,0,0,0,0,0,0,0
It also said Ashtead traded at a large discount to its US peers and there was still Pounds 20m of additional profit potential to come out of its Nationsrent acquisition .,"['Profit', 'MergerAcquisition']",holdin,bhp bucks weaker trend on chinese stake-building talk,9-04-2008,883,0,1,0,1,0,0,0,0,0,0,0
"Mr Levy told a conference last November that he would "" definitely "" walk away from a deal with Vodafone , if he considered the price too high .",-1,holdin,vodafone in eur8bn sfr sale,4-04-2011,991,1,0,0,0,0,0,0,0,0,0,0
"Three days later Vodafone announced it was poaching Pieter Knook , a senior Microsoft executive , to head its newly formed internet services unit .",-1,holdin,vodafone joins fight to become leader in mobile phone services,26-05-2008,544,1,0,0,0,0,0,0,0,0,0,0
"It was warmly received by analysts and rating agencies , who said it would improve comparisons of BASF 's balance sheet with competitors and reduce volatility .",-1,holdin,basf moves pensionsoff the balance sheet chemicals,18-10-2005,24,1,0,0,0,0,0,0,0,0,0,0
"It reported pound(s)23.5bn of revenue for the half to September 30 , up 4.1 per cent",['Turnover'],holdin,vodafone raises profit outlook,9-11-2011,122,0,0,0,0,0,0,0,0,0,1,0
That effect will continue .,-1,holdin,FT other BP,02-05-2012,541,1,0,0,0,0,0,0,0,0,0,0
"Essar was leveraged to higher Indian gas prices via its coal bed methane output , so a free market could boost operating earnings 6 per cent next year , it said .",-1,holdin,earnings worries put pressure on unilever as miners lift ftse 100,18-07-2013,721,1,0,0,0,0,0,0,0,0,0,0
""" Although most staples companies have acknowledged some signs of organic slowdown in the third quarter , at this stage only Unilever has talked so broadly about the size and geographic spread of weakening demand , "" said Barclays .",-1,holdin,aggreko falls to two-year low following unilever warning,2-10-2013,350,1,0,0,0,0,0,0,0,0,0,0
"Freeport McMoran , the US-listed copper producer , on Tuesday set the tone for first-quarter earnings among metals miners .",-1,holdin,permit delays hit bhp outlook for oil production,21-04-2011,784,1,0,0,0,0,0,0,0,0,0,0
"Mr Colao said at the same conference that he would not be a "" forced seller "" of any asset .",-1,holdin,vodafone in eur8bn sfr sale,4-04-2011,991,1,0,0,0,0,0,0,0,0,0,0
"The company has not provisioned for any loss in a long-running tax case in India , saying it was confident of success .",-1,holdin,vodafone writes down $5.9bn,14-11-2012,900,1,0,0,0,0,0,0,0,0,0,0
"While Tesco causes fear and loathing almost everywhere else on the high street , its shares have trailed the food retailing sector by 1.6 per cent this year .",-1,holdin,tesco at a discount alison smith - lombard,3-06-2005,347,1,0,0,0,0,0,0,0,0,0,0
"Lookers , the car dealership , rose 8 per cent to 60 1/2 p amid rumours of predatory interest from a private equity group .",-1,holdin,bhp move hits falkland oil,29-09-2010,144,1,0,0,0,0,0,0,0,0,0,0
"However , the market , which has become used to Tesco significantly outperforming its rivals , gave a lukewarm response to the figures , which showed under-lying sales up 5.7 per cent in the seven weeks to January 7 with volumes up 7.2 per cent .",['SalesVolume'],holdin,tesco stays top of growth table *retailer delivers stronger figures than rivals for fifth year runni,18-01-2006,244,0,0,0,0,1,0,0,0,0,0,0
IT company Micro Focus lost 11.2 per cent to 254p on fears that its talks with private equity funds looked increasingly unlikely to end in a formal offer .,-1,holdin,barclays left battered in ftse's sharpest fall for over two years,19-08-2011,5,1,0,0,0,0,0,0,0,0,0,0
"Analysts said that changes put in place by Patrick Cescau , Unilever 's chief executive , were paying off , with the group showing better innovation , and more consistent branding .",-1,holdin,unilever gains as recovery continues,2-11-2007,78,1,0,0,0,0,0,0,0,0,0,0
"In the past year , the investment bank was the main profit machine , accounting for 58 per cent of overall pre-tax earnings .",-1,holdin,evangelism belies change at barclays,13-02-2013,704,1,0,0,0,0,0,0,0,0,0,0
"This implies that the country 's recent build-up of metals might be on the verge of stabilising at a more moderate rate , sustained by underlying demand .",-1,holdin,bhp points to inventory adjustments,23-07-2009,531,1,0,0,0,0,0,0,0,0,0,0
"One analyst estimates that between 2 and 3 per cent of Tesco 's underlying sales growth since July 2004 - including petrol where sales have been up more than 8 per cent - has come on the back of competitor weakness , given that Tesco 's typical underlying growth sits in the region of 5 to 6 per cent .",['SalesVolume'],holdin,"prosperous tesco takes retailing to a new level with sales up 6.6 per cent, sir terry leahy is still",21-09-2005,756,0,0,0,0,1,0,0,0,0,0,0
general retailers,-1,holdin,tesco confident for us venture as sales rise after revamp,9-12-2009,156,1,0,0,0,0,0,0,0,0,0,0
""" If anything , trading outlook gets better because of inflation lapping [ on last year ] in the next three to four weeks .",-1,holdin,falling food inflation takes a bite out of tesco sales growth,16-06-2010,374,1,0,0,0,0,0,0,0,0,0,0
"Setting a 700p target , Exane argued that the shares had fallen to an "" unjustifiable "" discount to US peers given improving earnings visibility .",['TargetPrice'],holdin,barclays counts cost of proposed icb banking sector reforms,15-11-2011,360,0,0,0,0,0,0,0,1,0,0,0
"Bradford & Bingley , the embattled mortgage lender that has been downgraded to one notch above junk status by Moody 's , yesterday struck a deal with Barclays to act as a counterparty for its covered bond programme .",-1,holdin,b&b strikes barclays support deal,25-09-2008,835,1,0,0,0,0,0,0,0,0,0,0
"The supermarkets are expected to remain cautious given the likely slowdown in May , and continued pressure on the high street .",-1,holdin,tesco forecasts uk sales rebound,13-06-2011,379,1,0,0,0,0,0,0,0,0,0,0
"Bernadette Lusher , the former Marks and Spencer executive , was appointed buying director of UK clothing , at that time .",-1,holdin,tesco rating cut as it reveals recovery plan,21-04-2012,914,1,0,0,0,0,0,0,0,0,0,0
More than 87m Kingfisher shares changed hands - nearly three times the daily average .,-1,holdin,unilever sparks strong interest on talk of big dividend,11-01-2008,577,1,0,0,0,0,0,0,0,0,0,0
"In the car sector , Volvo was up 4.5 per cent to SKr64 after Deutsche Bank raised the Swedish carmaker 's sell price target from SKr30 to SKr35 .",['TargetPrice'],holdin,basf sets the pace as bourses advance,15-10-2009,128,0,0,0,0,0,0,0,1,0,0,0
"BP is still facing action from US federal , state and local governments , while other companies involved including Transocean and Halliburton are facing claims from the authorities and the private sector .",-1,holdin,FT other BP,03-05-2012,189,1,0,0,0,0,0,0,0,0,0,0
He has said he will disclose full reasons for the decision at the end of the 30-day period .,-1,holdin,bhp ends $39bn pursuit of potash,15-11-2010,332,1,0,0,0,0,0,0,0,0,0,0
""" With the stock trading below embedded value , and with Asian sales likely to grow at a compound annual growth rate of 15-20 per cent over the next five years , we retain an overweight rating , "" the broker , which has a 989p target price , said .","['TargetPrice', 'BuyRating']",holdin,vodafone's shine puts miners and oil groups in the dark,3-09-2008,867,0,0,0,0,0,1,0,1,0,0,0
"Another shareholder said : "" $350m is a very large figure for something that has never really got off the ground .",-1,holdin,bhp urged not to rush into more deals,16-11-2010,116,1,0,0,0,0,0,0,0,0,0,0
"As it is , the bank is taking money from investors only to return some of it next year .",-1,holdin,barclays,31-07-2013,655,1,0,0,0,0,0,0,0,0,0,0
Venture with Vodafone helps Verizon results,-1,holdin,venture with vodafone helps verizon results,30-01-2007,179,1,0,0,0,0,0,0,0,0,0,0
The regulator alleges the bank and its traders bought and sold electricity in enough volume to move exchange prices to benefit parallel swap positions .,-1,holdin,barclays faces fine of $470m,1-11-2012,53,1,0,0,0,0,0,0,0,0,0,0
"Nothing is resolved , but BHP Billiton 's tilt at PotashCorp already looks like a classic piece of post-crisis mergers and acquisitions .",-1,holdin,bhp billitonpotash,5-11-2010,607,1,0,0,0,0,0,0,0,0,0,0
"Spirent Communications rallied by 1.5 per cent to 130 1/2 p on rare good news from its sector , with Anritsu , a sector peer in wireless network testing , reporting a strong quarter .",-1,holdin,carphone warehouse and vodafone defy wider fall,30-07-2011,555,1,0,0,0,0,0,0,0,0,0,0
"The results show a company still in recovery two years after the Deepwater Horizon rig exploded in the Gulf of Mexico , killing 11 men and triggering the world 's worst offshore oil spill .",-1,holdin,FT other BP,01-05-2012,949,1,0,0,0,0,0,0,0,0,0,0
AT&T has made it clear that it is interested in entering the European mobile market even though it views it as over regulated and recognises that there may be limited opportunities to expand penetration .,-1,holdin,hard to call size of vodafone payout,2-09-2013,657,1,0,0,0,0,0,0,0,0,0,0
"The conclusion - that 39 businesses are fine , 15 need to be tweaked , 17 need serious attention to avoid closure or sale , and four are definitely for the axe - will have important consequences .",-1,holdin,evangelism belies change at barclays,13-02-2013,704,1,0,0,0,0,0,0,0,0,0,0
"Mr Clarke tried to buy the stores back in 2006 , when Carrefour , the then-owners , decided to exit Korea , eventually selling the stores to E-Land for Euros 1.5bn( Dollars 2.3bn ) .",-1,holdin,tesco buys 36 stores in south korea for pounds 1bn,15-05-2008,226,1,0,0,0,0,0,0,0,0,0,0
The transaction will yield a 14-fold return on the original investment made by the private equity arms of Goldman Sachs and Morgan Stanley - one of the largest windfalls earned by foreign investors in a Chinese company .,-1,holdin,FT other HSBC,10-05-2005,34,1,0,0,0,0,0,0,0,0,0,0
"Laurie McIlwee , finance director , defended the handling of the situation .",-1,holdin,tesco struggles to spin all plates,3-10-2013,290,1,0,0,0,0,0,0,0,0,0,0
"It 's a painful question , but here goes : is Vodafone , the acquisition machine , now itself a takeover candidate ?",-1,holdin,buyerless network vodafone,6-06-2006,19,1,0,0,0,0,0,0,0,0,0,0
"Jonathan Pierce , Credit Suisse analyst , said Barclays could need to raise pound(s)17bn over the next three years to meet new capital requirements .",-1,holdin,banks trail ftse amid concern over barclays cash call,20-01-2010,753,1,0,0,0,0,0,0,0,0,0,0
One shopper taking part ordered vanilla ice cream but was sent a vanilla air freshener instead .,-1,holdin,tesco stalls in home deliveries survey,23-05-2009,208,1,0,0,0,0,0,0,0,0,0,0
"The shares closed 3 per cent lower at 318.2p , its sharpest fall since a January profit warning .",['Profit'],holdin,turnround fears drag tesco lower,5-10-2012,953,0,1,0,0,0,0,0,0,0,0,0
"These fell 1.6 per cent , a lower rate of decline than the 2.3 per cent fall over Christmas and the new year .",-1,holdin,jury out on tesco blueprint for uk revival,19-04-2012,288,1,0,0,0,0,0,0,0,0,0,0
"The stock failed to recover from an early "" fat fingered "" trade in which one hapless dealer sold 60,000 shares at just 482p .",-1,holdin,rises for vodafone and bt group are bright spots among steep losses london,16-05-2006,192,1,0,0,0,0,0,0,0,0,0,0
"The numbers stand in stark relief to US peers Procter & Gamble , the world 's largest consumer goods company , and smaller rival Colgate-Palmolive , which both flunked analysts ' targets .",-1,holdin,commodities bill hits unilever's margins,4-02-2011,937,1,0,0,0,0,0,0,0,0,0,0
The French and German companies are expected to argue that the pound(s)3.5bn ( $5.8bn ) of cost savings sought in the merger should enable higher investment in networks that will support web surfing and other data activities on mobile phones and laptops .,['MergerAcquisition'],holdin,vodafone set to slip down the rankings in its home market,10-09-2009,297,0,0,0,1,0,0,0,0,0,0,0
UBS also advised Vodafone on the deal .,-1,holdin,vodafone arranges dollars 3.5bn loan financing,14-02-2007,724,1,0,0,0,0,0,0,0,0,0,0
"Talk that the company 's eagerly anticipated Tesco Direct catalogue - which will boast an extended non-food product range - was set for launch in September , with a 15m print run , sent its shares 2.3 per cent higher to a record close of 373 1/4p .",-1,holdin,tesco boosted by new catalogue talk london,12-08-2006,10,1,0,0,0,0,0,0,0,0,0,0
"Some analysts say Vodafone is in pole position to buy Tiscali , the Milan-listed company that supplies fixed-line broadband services in the UK and Italy and has a market capitalisation of Euros 1.4bn ( Pounds 1.1bn ) .",-1,holdin,vodafone joins fight to become leader in mobile phone services,26-05-2008,544,1,0,0,0,0,0,0,0,0,0,0
"And Vodafone resisted hysterical calls to sell its Verizon wireless stake , the value of which has soared .",-1,holdin,vodafone the,15-11-2006,366,1,0,0,0,0,0,0,0,0,0,0
"Sales were likely to have seen a "" dramatic slowdown "" after cold weather and promotions from both Tesco and Asda , increasing the risk on full-year forecasts , they said .",-1,holdin,footsie holds near high as reits note rattles british land,23-03-2010,574,1,0,0,0,0,0,0,0,0,0,0
Tesco says it has stemmed the flow of shoppers out of Tesco 's stores and into the arms of Lidl and Aldi .,-1,holdin,tesco chief cautious despite store's pound(s)3.1bn record profit,22-04-2009,430,1,0,0,0,0,0,0,0,0,0,0
"First , Mr Clarke squashed for good any expectations of imperialist growth in store numbers , impairing by pound(s)804m the value of sites that will now never be developed .",-1,holdin,tesco pays a heavy price for lessening leahy's legacy,18-04-2013,712,1,0,0,0,0,0,0,0,0,0,0
"Vittorio Colao , Vodafone 's chief executive since 2008 , is also facing calls to break the Verizon Wireless impasse , but he may be in a more comfortable situation than his predecessor .",-1,holdin,vodafone claims gains in verizon wireless talks,29-03-2010,702,1,0,0,0,0,0,0,0,0,0,0
"In an interview with the Financial Times at BHP 's Melbourne headquarters , Marius Kloppers rounded on Rio 's chief executive , saying : "" Tom Albanese has been comprehensively outperformed ( by BHP ) in terms of volume growth , earnings per share growth , total return for shareholders and share price performance .",-1,holdin,bhp head launches outspoken attack on mining rival rio tinto,23-04-2008,583,1,0,0,0,0,0,0,0,0,0,0
Analysts had forecast net additions before acquisitions of 3.1m.,-1,holdin,vodafone hints at japan sale,26-07-2005,262,1,0,0,0,0,0,0,0,0,0,0
International sales across its 12 Asian and European businesses rose 26 per cent .,['SalesVolume'],holdin,tesco urges 'decisive' interest rate cut,5-12-2007,185,0,0,0,0,1,0,0,0,0,0,0
"Short-term earnings forecasts also use commodity prices below those implied by current futures markets , suggesting further upgrades .",-1,holdin,bhp billiton the,17-02-2005,522,1,0,0,0,0,0,0,0,0,0,0
Unilever 's ticking clock DAN ROBERTS LOMBARD,-1,holdin,unilever's ticking clock dan roberts lombard,5-05-2006,836,1,0,0,0,0,0,0,0,0,0,0
"Philip Clarke , chief executive of Tesco , issued an ultimatum to Fresh & Easy , its struggling US business , as he unveiled the retailer 's first fall in pre-tax profits for almost 20 years .",['Profit'],holdin,tesco chief issues us ultimatum,4-10-2012,645,0,1,0,0,0,0,0,0,0,0,0
"First , the weak headline figures had disguised signs of stabilisation , particularly in the UK .",-1,holdin,tesco shares regain poise after earnings report,4-10-2013,272,1,0,0,0,0,0,0,0,0,0,0
"The interim dividend was 2.35p , up 7 per cent .",['Dividend'],holdin,vodafone eyes small eu targets *chief takes aim at european bit- players*but group's results are wid,15-11-2006,871,0,0,1,0,0,0,0,0,0,0,0
"Lex , Page 18 Lombard , Page 20 Pressure on Barclays , Page 21 Accountancy , Page 25",-1,holdin,barclays buys back $9bn portfolio of credit assets from former staff,28-04-2011,411,1,0,0,0,0,0,0,0,0,0,0
"Oriel Securities repeated its "" buy "" rating arguing that DSG 's customer support agreements and its Nordic business , Elkjop , were worth pound(s)1.3bn.",['BuyRating'],holdin,vodafone's shine puts miners and oil groups in the dark,3-09-2008,867,0,0,0,0,0,1,0,0,0,0,0
"food & drug retailers ; News analysis ; Chief Philip Clarke 's blueprint for change has not had time to make an impact , writes Andrea Felsted",-1,holdin,tesco's recovery path to start with sales dip,6-06-2012,235,1,0,0,0,0,0,0,0,0,0,0
"Mr Morgan was described as the man who "" led the charge to stop the Rio deal "" by one shareholder at the Anglo-Australian mining group 's annual meeting in Melbourne yesterday .",-1,holdin,bhp claims unity over rio bid,28-11-2008,283,1,0,0,0,0,0,0,0,0,0,0
"Merrill Lynch downgraded the explorer from "" buy "" to "" underperform "" , arguing that production from its Turkmenistan projects was likely to fall short of management 's own guidance .",['BuyRating'],holdin,tesco up on hopes that expansion plan cuts will help trigger buybacks,18-10-2012,773,0,0,0,0,0,1,0,0,0,0,0
"The brightest parts of Vodafone 's first-half performance came from the US , where Verizon Wireless reported better than expected figures , and its emerging markets business .",-1,holdin,vodafone writes down $5.9bn,14-11-2012,900,1,0,0,0,0,0,0,0,0,0,0
"For most companies , a dividend cut is anathema and , in a cyclical industry , it is understandable that BHP prefers buy-backs .",-1,holdin,bhp billiton,24-08-2006,181,1,0,0,0,0,0,0,0,0,0,0
"In that respect , Tesco has little to lose and is right to be bold .",-1,holdin,tesco,25-09-2013,833,1,0,0,0,0,0,0,0,0,0,0
"The airline 's shares climbed 2.6 per cent to EUR6.78 , as the French CAC40 index saw a 0.6 per cent rise to 3,498.22.",-1,holdin,airlines climb after barclays upgrades,23-11-2012,650,1,0,0,0,0,0,0,0,0,0,0
"BP edged 1.4 per cent higher to 492p after the US coastguard gave the green light to its "" top kill "" plan to staunch its leaking well in the Gulf of Mexico .",-1,holdin,vodafone lifted by prospect of french and chinese sales,27-05-2010,401,1,0,0,0,0,0,0,0,0,0,0
"Analyst Victoria Buxton said tomorrow 's figures would have to "" show a material beat on expectations to justify its current valuation "" .",-1,holdin,investors buy into opinion that unilever is out of the doldrums london,2-08-2006,503,1,0,0,0,0,0,0,0,0,0,0
"The bank said its UK business had seen some impact from the costs of settling claims from customers seeking repayment of overdraft fees , though these were not material .",-1,holdin,barclays raises abn estimates,25-05-2007,107,1,0,0,0,0,0,0,0,0,0,0
"Instead of breaking even this year , Tesco is now looking at another year of losses .",['Profit'],holdin,tesco chief cautious despite store's pound(s)3.1bn record profit,22-04-2009,430,0,1,0,0,0,0,0,0,0,0,0
Vodafone will start meeting its shareholders next week in preparation for July 's annual meeting .,-1,holdin,sarin 'buys time' with pounds 9bn increase in vodafone pay-out,31-05-2006,316,1,0,0,0,0,0,0,0,0,0,0
"The full year dividend was 6.76p , up 11.4 per cent .",['Dividend'],holdin,vodafone eyes selective deals,30-05-2007,355,0,0,1,0,0,0,0,0,0,0,0
Credit : By Bryce Elder,-1,holdin,barclays left battered in ftse's sharpest fall for over two years,19-08-2011,5,1,0,0,0,0,0,0,0,0,0,0
"The chain was rated higher than Trader Joe 's and Whole Foods on freshness of product , and it even managed to beat Wal-Mart on value for money .",-1,holdin,shoppers 'positive' on tesco's us stores,13-05-2008,219,1,0,0,0,0,0,0,0,0,0,0
""" If , as seems to be he case , Tesco is expanding non-food space while broadly maintaining sales growth rates in a slowdown , its impact on the residual non-food market becomes amplified . """,-1,holdin,tesco beats m&s sales of non-foods food retailers,21-05-2005,842,1,0,0,0,0,0,0,0,0,0,0
"The group said it was too early to say how large the bonus payments would be for BarCap 's employees , dodging one of the most contentious issues facing the world 's banks .",-1,holdin,barcap spoiler at the barclays party,11-11-2009,653,1,0,0,0,0,0,0,0,0,0,0
Credit : By Michael Kavanagh,-1,holdin,british land looking to rebuild its portfolio,18-11-2009,1,1,0,0,0,0,0,0,0,0,0,0
"ITV edged up 0.6 per cent to 109.3p on suggestions that its advertising sales in January had jumped by between 11 and 15 per cent , thanks largely to a contract renewal dispute between Channel 4 and media buyer Group M .",-1,holdin,lloyds and barclays to the fore in best ftse finish since may 2008,10-01-2013,897,1,0,0,0,0,0,0,0,0,0,0
"That will bring its ratio closer to peers such as Walmart , Carrefour and Metro .",-1,holdin,tesco,4-10-2012,665,1,0,0,0,0,0,0,0,0,0,0
"A "" cool pound(s)1bn "" budget freed in September through the sale of a 50 per cent stake in the Broadgate development in London would be used to target better investment opportunities during the next two years , he said .",-1,holdin,british land looking to rebuild its portfolio,18-11-2009,1,1,0,0,0,0,0,0,0,0,0,0
"Lex , Page 14 Disciplined course , Page 17",-1,holdin,vodafone's new chief signals a more cautious approach to deals,12-11-2008,557,1,0,0,0,0,0,0,0,0,0,0
Barclays and HSBC have both been investing heavily in organic expansion of investment banking .,-1,holdin,barclays the,6-08-2005,263,1,0,0,0,0,0,0,0,0,0,0
